date,state,fips,case,death,state_iso_a2,longitude,latitude,source,iso_a3
2020-02-09,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-09,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-09,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-10,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-10,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-10,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-10,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-10,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-10,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-11,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-11,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-11,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-11,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-11,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-11,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-12,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-12,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-12,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-12,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-12,Texas,48,1,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-12,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-12,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-13,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-13,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-13,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-13,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-13,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-13,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-13,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-14,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-14,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-14,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-14,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-14,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-14,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-14,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-15,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-15,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-15,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-15,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-15,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-15,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-15,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-16,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-16,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-16,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-16,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-16,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-16,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-16,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-17,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-17,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-17,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-17,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-17,Nebraska,31,10,0,NE,-99.901813,41.492537,nyt,USA
2020-02-17,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-17,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-17,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-18,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-18,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-18,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-18,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-18,Nebraska,31,10,0,NE,-99.901813,41.492537,nyt,USA
2020-02-18,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-18,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-18,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-19,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-19,California,6,7,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-19,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-19,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-19,Nebraska,31,10,0,NE,-99.901813,41.492537,nyt,USA
2020-02-19,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-19,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-19,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-20,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-20,California,6,8,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-20,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-20,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-20,Nebraska,31,11,0,NE,-99.901813,41.492537,nyt,USA
2020-02-20,Texas,48,2,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-20,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-20,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-21,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-21,California,6,9,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-21,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-21,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-21,Nebraska,31,11,0,NE,-99.901813,41.492537,nyt,USA
2020-02-21,Texas,48,4,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-21,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-21,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-22,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-22,California,6,9,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-22,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-22,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-22,Nebraska,31,11,0,NE,-99.901813,41.492537,nyt,USA
2020-02-22,Texas,48,4,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-22,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-22,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-23,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-23,California,6,9,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-23,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-23,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-23,Nebraska,31,11,0,NE,-99.901813,41.492537,nyt,USA
2020-02-23,Texas,48,4,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-23,Washington,53,1,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-23,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-24,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-24,California,6,11,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-24,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-24,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-24,Nebraska,31,12,0,NE,-99.901813,41.492537,nyt,USA
2020-02-24,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-24,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-24,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-25,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-25,California,6,11,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-25,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-25,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-25,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-25,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-25,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-25,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-25,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-26,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-26,California,6,26,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-26,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-26,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-26,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-26,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-26,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-26,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-26,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-27,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-27,California,6,26,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-27,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-27,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-27,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-27,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-27,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-27,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-27,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-28,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-28,California,6,27,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-28,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-28,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-28,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-28,Oregon,41,1,0,OR,-120.554201,43.804133,nyt,USA
2020-02-28,Texas,48,11,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-28,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-28,Washington,53,7,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-28,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-29,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-29,California,6,28,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-29,Illinois,17,3,0,IL,-89.398528,40.633125,nyt,USA
2020-02-29,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-29,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-29,Oregon,41,1,0,OR,-120.554201,43.804133,nyt,USA
2020-02-29,Texas,48,11,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-29,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-29,Washington,53,10,1,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-29,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-03-01,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-03-01,California,6,33,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-03-01,Florida,12,2,0,FL,-81.515754,27.664827000000002,nyt,USA
2020-03-01,Illinois,17,3,0,IL,-89.398528,40.633125,nyt,USA
2020-03-01,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-03-01,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-03-01,New York,36,1,0,NY,-74.217933,43.299428000000006,nyt,USA
2020-03-01,Oregon,41,2,0,OR,-120.554201,43.804133,nyt,USA
2020-03-01,Rhode Island,44,2,0,RI,-71.477429,41.580095,nyt,USA
2020-03-01,Texas,48,11,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-03-01,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-03-01,Washington,53,17,3,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-03-01,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-03-02,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-03-02,California,6,38,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-03-02,Florida,12,2,0,FL,-81.515754,27.664827000000002,nyt,USA
2020-03-02,Georgia,13,2,0,GA,-82.907123,32.157435,nyt,USA
2020-03-02,Illinois,17,4,0,IL,-89.398528,40.633125,nyt,USA
2020-03-02,Massachusetts,25,2,0,MA,-71.382437,42.407211,nyt,USA
2020-03-02,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-03-02,New Hampshire,33,1,0,NH,-71.572395,43.193852,nyt,USA
2020-03-02,New York,36,1,0,NY,-74.217933,43.299428000000006,nyt,USA
2020-03-02,Oregon,41,2,0,OR,-120.554201,43.804133,nyt,USA
2020-03-02,Rhode Island,44,2,0,RI,-71.477429,41.580095,nyt,USA
2020-03-02,Texas,48,11,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-03-02,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-03-02,Washington,53,23,6,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-03-02,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-03-03,Arizona,4,2,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-03-03,California,6,45,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-03-03,Florida,12,3,0,FL,-81.515754,27.664827000000002,nyt,USA
2020-03-03,Georgia,13,2,0,GA,-82.907123,32.157435,nyt,USA
2020-03-03,Illinois,17,4,0,IL,-89.398528,40.633125,nyt,USA
2020-03-03,Massachusetts,25,2,0,MA,-71.382437,42.407211,nyt,USA
2020-03-03,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-03-03,New Hampshire,33,2,0,NH,-71.572395,43.193852,nyt,USA
2020-03-03,New York,36,2,0,NY,-74.217933,43.299428000000006,nyt,USA
2020-03-03,North Carolina,37,1,0,NC,-79.0193,35.759572999999996,nyt,USA
2020-03-03,Oregon,41,2,0,OR,-120.554201,43.804133,nyt,USA
2020-03-03,Rhode Island,44,2,0,RI,-71.477429,41.580095,nyt,USA
2020-03-03,Texas,48,11,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-03-03,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-03-03,Washington,53,32,10,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-03-03,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-03-04,Arizona,4,2,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-03-04,California,6,55,1,CA,-119.41793200000001,36.778261,nyt,USA
2020-03-04,Florida,12,3,0,FL,-81.515754,27.664827000000002,nyt,USA
2020-03-04,Georgia,13,2,0,GA,-82.907123,32.157435,nyt,USA
2020-03-04,Illinois,17,4,0,IL,-89.398528,40.633125,nyt,USA
2020-03-04,Massachusetts,25,2,0,MA,-71.382437,42.407211,nyt,USA
2020-03-04,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-03-04,New Hampshire,33,2,0,NH,-71.572395,43.193852,nyt,USA
2020-03-04,New Jersey,34,1,0,NJ,-74.405661,40.058324,nyt,USA
2020-03-04,New York,36,11,0,NY,-74.217933,43.299428000000006,nyt,USA
2020-03-04,North Carolina,37,1,0,NC,-79.0193,35.759572999999996,nyt,USA
2020-03-04,Oregon,41,2,0,OR,-120.554201,43.804133,nyt,USA
2020-03-04,Rhode Island,44,2,0,RI,-71.477429,41.580095,nyt,USA
2020-03-04,Texas,48,12,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-03-04,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-03-04,Washington,53,47,11,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-03-04,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-03-05,Arizona,4,2,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-03-05,California,6,67,1,CA,-119.41793200000001,36.778261,nyt,USA
2020-03-05,Colorado,8,2,0,CO,-105.782067,39.550051,nyt,USA
2020-03-05,Florida,12,4,0,FL,-81.515754,27.664827000000002,nyt,USA
2020-03-05,Georgia,13,2,0,GA,-82.907123,32.157435,nyt,USA
2020-03-05,Illinois,17,5,0,IL,-89.398528,40.633125,nyt,USA
2020-03-05,Maryland,24,3,0,MD,-76.641271,39.045755,nyt,USA
2020-03-05,Massachusetts,25,3,0,MA,-71.382437,42.407211,nyt,USA
2020-03-05,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-03-05,Nevada,32,2,0,NV,-116.419389,38.802609999999994,nyt,USA
2020-03-05,New Hampshire,33,2,0,NH,-71.572395,43.193852,nyt,USA
2020-03-05,New Jersey,34,2,0,NJ,-74.405661,40.058324,nyt,USA
2020-03-05,New York,36,22,0,NY,-74.217933,43.299428000000006,nyt,USA
2020-03-05,North Carolina,37,1,0,NC,-79.0193,35.759572999999996,nyt,USA
2020-03-05,Oregon,41,2,0,OR,-120.554201,43.804133,nyt,USA
2020-03-05,Rhode Island,44,2,0,RI,-71.477429,41.580095,nyt,USA
2020-03-05,Tennessee,47,1,0,TN,-86.58044699999999,35.517491,nyt,USA
2020-03-05,Texas,48,16,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-03-05,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-03-05,Washington,53,75,11,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-03-05,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-03-06,Arizona,4,3,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-03-06,California,6,81,1,CA,-119.41793200000001,36.778261,nyt,USA
2020-03-06,Colorado,8,8,0,CO,-105.782067,39.550051,nyt,USA
2020-03-06,Florida,12,7,2,FL,-81.515754,27.664827000000002,nyt,USA
2020-03-06,Georgia,13,3,0,GA,-82.907123,32.157435,nyt,USA
2020-03-06,Hawaii,15,1,0,HI,-155.66585700000002,19.898682,nyt,USA
2020-03-06,Illinois,17,6,0,IL,-89.398528,40.633125,nyt,USA
2020-03-06,Indiana,18,1,0,IN,-85.602364,40.551217,nyt,USA
2020-03-06,Kentucky,21,1,0,KY,-84.27001800000001,37.839333,nyt,USA
2020-03-06,Maryland,24,3,0,MD,-76.641271,39.045755,nyt,USA
2020-03-06,Massachusetts,25,8,0,MA,-71.382437,42.407211,nyt,USA
2020-03-06,Minnesota,27,1,0,MN,-94.6859,46.729553,nyt,USA
2020-03-06,Nebraska,31,14,0,NE,-99.901813,41.492537,nyt,USA
2020-03-06,Nevada,32,2,0,NV,-116.419389,38.802609999999994,nyt,USA
2020-03-06,New Hampshire,33,2,0,NH,-71.572395,43.193852,nyt,USA
2020-03-06,New Jersey,34,4,0,NJ,-74.405661,40.058324,nyt,USA
